KEY,DATE,TIME,MDA,TIME_CLK,TIME_TURN,ADV_COST,REWARD_COST,MDA_COST,CVR,1000_W_EFFICIENCY,SCH_KEY,NAME,SAVE_WAY,GUIDE,OS_TYPE,REJOIN_TYPE,CONTRACT_PRICE,START_DATE,END_DATE,START_QUARTER,START_TIME,RPT_TYPE,MDA_ARR,TURN_GOAL,TURN_REAL
90039,2024-08-21,1970-01-01 00:00:19.000,667,9,4,120,80,80,44.44,33.3330,474496,[플레이스 저장] 원조부안집 잠실새내점 (1474),참여,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-15 00:10:26.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,2763
132712,2024-12-31,1970-01-01 00:00:16.000,54,1,1,18,8,8,100.00,55.5560,552522,투뿔한우선물세트 (상품번호 맞추기),상품번호 6자리 맞추기,"[참여방법]

1. 키워드 복사하여 검색하기
2. 네이버 쇼핑 영역 해당되는 페이지에서 이미지에 등록된 스토어 찾기
3. 스토어 방문 - 구매 추가정보에 접속하여 상품번호 6자리 입력하기

1일 1회 참여 가능합니다.",WEB,NONE,18,2024-12-30 14:47:51.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,5
130620,2024-12-20,1970-01-01 00:00:16.000,371,1,1,18,12,12,100.00,55.5560,548552,아토먼스 아기크림 맞추기 12.5,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,18,2024-12-20 14:33:03.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,194
369254,2025-05-26,1970-01-01 00:00:02.000,563,1,1,18,14,14,100.00,55.5560,1091076,[정답입력]서울목동갈비집-20250523-171,네이버 플레이스 장소명 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-05-24 12:53:35.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,422
110972,2024-10-29,1970-01-01 00:00:22.000,270,1,1,15,7,7,100.00,66.6670,515849,엠케이  원투낚시대 맞추기 10.29,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-10-29 10:09:06.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,63
174566,2025-03-14,1970-01-01 00:00:15.000,562,2,0,0,0,0,0.00,,634689,JS / 강화손칼국수 본점,플레이스 저장,"[참여방법]
- 미션 참여 방법을 꼭 확인하신 후 참여해 주세요.
- 제공되는 가이드를 참고하시면 쉽게 정답을 찾을 수 있습니다.

[주의사항]
- 장소 또는 상품 페이지에 30초 이상 머물러 주세요.
- 광고로 표시된 상품은 클릭하지 마세요.
- 저장 미션 완료 후 저장을 취소하면 포인트 지급이 취소됩니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.
- 부정 참여 적발시 모든 미션의 참여가 제한됩니다.",WEB,NONE,20,2025-03-14 15:01:12.000,9999-12-31 23:59:59.000,1Q,AFTERNOON,A,ALL,100000,17
377138,2025-06-07,1970-01-01 00:00:18.000,761,2,1,15,10,10,50.00,66.6670,1105076,전자담배 액상,퀴즈 맞추기,"[참여방법]
- 미션 참여 방법을 꼭 확인하신 후 참여해 주세요.
- 제공되는 가이드를 참고하시면 쉽게 정답을 찾을 수 있습니다.

[주의사항]
- 장소 또는 상품 페이지에 30초 이상 머물러 주세요.
- 광고로 표시된 상품은 클릭하지 마세요.
- 저장 미션 완료 후 저장을 취소하면 포인트 지급이 취소됩니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.
- 부정 참여 적발시 모든 미션의 참여가 제한됩니다.",WEB,NONE,15,2025-06-05 01:03:18.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,62
115961,2024-11-19,1970-01-01 00:00:12.000,667,17,16,480,320,320,94.12,33.3330,525225,[플레이스 저장] 야키토리잔잔 압구정로데오점 (4491),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-11-15 06:07:59.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,715
176074,2025-03-16,1970-01-01 00:00:11.000,563,7,5,90,70,70,71.43,55.5560,637519,포뉴 관절엔 뮤코다... (검색 후 퀴즈맞추기) 1080,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-03-16 00:11:16.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,20
159411,2025-03-30,1970-01-01 00:00:04.000,22,3,2,460,360,360,66.67,4.3480,605478,레전드 오브 이미르,최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2025-02-21 12:08:27.000,9999-12-31 23:59:59.000,1Q,AFTERNOON,A,ALL,100000,10523
80607,2024-08-01,1970-01-01 00:00:03.000,562,5,5,150,105,105,100.00,33.3330,455728,[플레이스 저장] 부부활어회센터,플레이스 저장 하기,"[참여방법]
1. 검색 키워드 복사하기
2. 플레이스 저장하러 가기 후 키워드 붙여넣고 검색하기
3. 플레이스 내 장소 저장하고 스크린샷 캡쳐하기
4. 업체 플레이스 스크린샷 제출하기(최초 1회만 참여가능)
[주의사항]
- 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
- 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-01 00:10:23.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,650
100036,2025-01-31,1970-01-01 00:00:05.000,422,1,0,0,0,0,0.00,,495475,11번가,최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2024-09-25 16:38:13.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,18353
118019,2024-11-23,1970-01-01 00:00:04.000,761,8,4,120,80,80,50.00,33.3330,528991,[플레이스 저장] 호낙가 더가든 일산 본점 (5383),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-11-22 00:14:18.000,9999-12-31 23:59:59.000,4Q,EARLY MORNING,A,ALL,100000,378
401965,2025-06-26,1970-01-01 00:00:03.000,371,1,1,16,8,8,100.00,62.5000,1148515,수지특수청소 (플레이스 URL 입력),퀴즈 정답 맞추기,"[참여 방법]

- 플레이스진입후 [지도] → [리뷰] 누른 후 브라우저의 주소창에
URL주소를 복사해서 정답입력란에 붙여넣기 해주세요
(반드시 [지도] → [리뷰] 순서대로 눌러야 정답으로 인식됩니다.)",WEB,NONE,16,2025-06-26 00:16:35.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,2
92362,2024-08-26,1970-01-01 00:00:09.000,562,7,1,20,17,17,14.29,50.0000,478772,[플레이스 퀴즈] 장수한우곱창 백석직영점 (1558),플레이스 퀴즈 맞추기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 미션하러 가기 클릭 후 키워드를 붙여넣고 검색하기
3. 미션 페이지에서 요구하는 정답 찾기
4. 미션 페이지에 정답 입력

[주의 사항]
· 30초 동안 플레이스에 체류하고 계셔야 정상적으로 적립됩니다.",WEB,NONE,20,2024-08-26 00:11:31.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,321
93490,2024-08-31,1970-01-01 00:00:01.000,270,3,0,0,0,0,0.00,,481182,[플레이스 퀴즈] 오프아이디어 (1614),플레이스 퀴즈 맞추기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 미션하러 가기 클릭 후 키워드를 붙여넣고 검색하기
3. 미션 페이지에서 요구하는 정답 찾기
4. 미션 페이지에 정답 입력

[주의 사항]
· 30초 동안 플레이스에 체류하고 계셔야 정상적으로 적립됩니다.",WEB,NONE,20,2024-08-31 00:08:50.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,70
118865,2024-11-24,1970-01-01 00:00:18.000,371,2,2,30,20,20,100.00,66.6670,530468,엠케이  원투낚시대 맞추기 11.24,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-11-24 13:09:33.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,36
382923,2025-06-09,1970-01-01 00:00:05.000,563,3,2,36,28,28,66.67,55.5560,1115710,[정답입력]경기 동두천시 생연동 솥밥 추천,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-06-09 02:14:01.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,75
111345,2024-11-01,1970-01-01 00:00:08.000,563,3,2,36,28,28,66.67,55.5560,516586,논립대방메 맞추기 10.30,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,18,2024-10-30 13:05:41.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,202
157024,2025-02-22,1970-01-01 00:00:07.000,568,1,1,15,5,10,100.00,66.6670,600843,긱베이프 레전드3 맞추기 2.16,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2025-02-16 10:08:09.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,61
99373,2024-09-25,1970-01-01 00:00:13.000,605,1,1,180,15,30,100.00,5.5560,496425,메틴: 파멸의 서곡 (19세 이상),받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,180,2024-09-24 12:00:00.000,2024-09-28 00:00:00.000,3Q,AFTERNOON,A,ALL,13700,12746
80013,2024-07-31,1970-01-01 00:00:13.000,562,1,0,0,0,0,0.00,,454305,[플레이스 퀴즈] 제일면옥 송도점,플레이스 퀴즈 맞추기,"[참여방법]
1. 검색 키워드 복사하기
2. 확인하기 클릭 후 키워드 붙여넣고 검색하기
3. 미션 페이지에서 요구하는 정답 찾기
4. 미션 페이지에 정답 입력
[주의사항]
- 30초 동안 플레이스에 체류하고 계셔야 정상 적립 됩니다.",WEB,NONE,20,2024-07-31 00:09:29.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,275
117849,2024-11-26,1970-01-01 00:00:09.000,563,5,4,120,80,80,80.00,33.3330,528651,[플레이스 저장] 고은물식당 제주화순점 (5200),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-11-22 00:12:23.000,9999-12-31 23:59:59.000,4Q,EARLY MORNING,A,ALL,100000,511
132153,2025-03-14,1970-01-01 00:00:08.000,1019,6,0,0,0,0,0.00,,551237,"돌격,땅땅용사",최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2024-12-27 17:17:33.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,12677
98991,2024-09-23,1970-01-01 00:00:20.000,54,1,1,30,20,20,100.00,33.3330,493535,[플레이스 저장] 제주공항그때그집 (2324),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-09-22 00:08:53.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,964
144599,2025-01-21,1970-01-01 00:00:03.000,562,1,1,18,14,14,100.00,55.5560,576307,하루올데이 PROB... (검색 후 퀴즈맞추기) 3990,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-01-21 00:06:41.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,12
88533,2024-08-11,1970-01-01 00:00:18.000,371,16,10,150,100,100,62.50,66.6670,471622,모기퇴치기 키네스코 맞추기 8.11,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-08-11 10:11:51.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,117
435335,2025-07-26,1970-01-01 00:00:01.000,563,1,1,18,14,14,100.00,55.5560,1200919,[정답입력]삼성24인치사무용모니터-20250721-16,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-07-23 02:57:40.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,86
84937,2024-08-06,1970-01-01 00:00:14.000,563,25,21,420,336,336,84.00,50.0000,464611,[플레이스 퀴즈] 무쇠김치삼겹 사당점,플레이스 퀴즈 맞추기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 확인하기 클릭 후 키워드를 붙여넣고 검색하기
3. 미션 페이지에서 요구하는 정답 찾기
4. 미션 페이지에 정답 입력

[주의 사항]
· 30초 동안 플레이스에 체류하고 계셔야 정상적으로 적립됩니다.",WEB,NONE,20,2024-08-06 12:05:52.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,200
114241,2024-11-17,1970-01-01 00:00:13.000,54,1,0,0,0,0,0.00,,522151,바른치과의원 김해내외 (플레이스 저장 후 공유 URL 입력),플레이스 저장 후 공유 URL 입력,"[참여 방법]
- 키워드 복사 후 검색하기
- 업체 플레이스에 방문하여 저장하기 
- 저장한 리스트 공개, 노출 허용하기
- 저장된 리스트 클릭하기
- 리스트에서 공유 버튼 클릭 후 URL 복사
- 정답란에 URL 입력

[주의사항]
- 참여 취소할 경우, 추후 광고 참여에 제한됩니다.
- 1인 1회 참여 가능합니다.",WEB,NONE,18,2024-11-08 16:16:02.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,47
355818,2025-04-27,1970-01-01 00:00:10.000,563,6,4,72,56,56,66.67,55.5560,1067713,[정답입력]갤럭시S25울트라카메라필름,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-04-25 12:17:52.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,96
356987,2025-05-01,1970-01-01 00:00:21.000,54,1,0,0,0,0,0.00,,1069816,얼굴햇빛가리개 ,퀴즈 맞추기,"[참여방법]
- 미션 참여 방법을 꼭 확인하신 후 참여해 주세요.
- 제공되는 가이드를 참고하시면 쉽게 정답을 찾을 수 있습니다.

[주의사항]
- 장소 또는 상품 페이지에 30초 이상 머물러 주세요.
- 광고로 표시된 상품은 클릭하지 마세요.
- 저장 미션 완료 후 저장을 취소하면 포인트 지급이 취소됩니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.
- 부정 참여 적발시 모든 미션의 참여가 제한됩니다.",WEB,NONE,15,2025-04-29 11:12:23.000,9999-12-31 23:59:59.000,2Q,MORNING,A,ALL,100000,5
112988,2024-11-08,1970-01-01 00:00:05.000,496,44,17,3230,2040,2040,38.64,5.2630,519841,[원스토어] 야크샤M,받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,190,2024-11-05 11:00:00.000,2024-11-19 00:00:00.000,4Q,MORNING,A,ALL,1980,1392
176127,2025-03-16,1970-01-01 00:00:11.000,1018,1,0,0,0,0,0.00,,637613,한미병원 플레이스 미션,미션 참여하기,"[참여방법]

1. 페이지 이동
2. 진행방식 확인 후 하단 참여 시작하기 클릭
3. 참여 완료

[주의사항]

-참여 취소할 경우, 추후 광고 참여에 제한됩니다.
-1인 1회 참여 가능합니다.",WEB,NONE,18,2025-03-16 00:14:24.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,7
118897,2024-11-24,1970-01-01 00:00:21.000,563,5,4,60,48,48,80.00,66.6670,530520,용가리전자담배 제우스서브옴 코일 맞추기 11.24,퀴즈 맞추기,"용가리전자담배 제우스서브옴 코일 리뷰클릭후 주소창 복사붙여넣어 맞추기

성인만 가능합니다 

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요!

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-11-24 17:09:02.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,22
130330,2024-12-21,1970-01-01 00:00:03.000,371,1,1,15,10,10,100.00,66.6670,548126,제일프린텍 비치타월 맞추기 12.19,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-12-19 15:09:01.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,11
412426,2025-07-11,1970-01-01 00:00:18.000,54,5,1,180,150,150,20.00,5.5560,1193415,용칼이 키우기 : 용가리알 무한 지급!,받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,180,2025-07-03 13:00:00.000,2025-07-28 00:00:00.000,3Q,AFTERNOON,A,ALL,3000,3008
